Timestamp,Bprice,Bvolume,Nprice,Nvolume
2019-08-06,11788,360876819,7943.649902,2207070000
2019-08-07,11466,385189642,7829.580078,1688860000
2019-08-08,11961,364388175,7908.779785,1913760000
2019-08-09,11996,211151931,7798.350098,1656930000
2019-08-10,11857,180122399,7945.779785,1700840000
2019-08-11,11282,185394290,8015.160156,1665840000
2019-08-12,11567,104661395,7906.439941,1936210000
2019-08-13,11386,84492312,7949.810059,1891300000
2019-08-14,10858,193935253,8061.290039,2096300000
2019-08-15,10017,280655886,8125.580078,1876380000
2019-08-16,10302,339458150,8130.910156,2172240000
2019-08-17,10359,242929697,8049.97998,2362860000
2019-08-18,10215,91003712,8091.680176,2310440000
2019-08-19,10318,77572050,8206.580078,2159260000
2019-08-20,10917,171807868,8190.569824,1976770000
2019-08-21,10761,122315070,8121.640137,1869220000
2019-08-22,10129,236246173,8148.649902,1850340000
2019-08-23,10112,141841654,8174.620117,2034880000
2019-08-24,10406,122936633,8193.589844,1792700000
2019-08-25,10144,117754911,8184.879883,3359380000
2019-08-26,10135,102865893,8106.490234,1780160000
2019-08-27,10360,189624308,8147.22998,2302600000
2019-08-28,10172,102638637,7990.660156,2015270000
2019-08-29,9718,203978694,8070.120117,1832800000
2019-08-30,9485,157535720,8047.109863,2037720000
2019-08-31,9578,112305189,7964.089844,1805820000
2019-09-01,9601,40437359,8026.830078,2243650000
2019-09-02,9770,45179221,7851.129883,2495160000
2019-09-03,10387,153032807,7787.02002,2141490000
2019-09-04,10621,228788747,7908.439941,1736890000
2019-09-05,10584,196753396,7956.410156,1739450000
2019-09-06,10578,90967493,7898.27002,1933580000
2019-09-07,10317,210268388,7895.959961,1553900000
2019-09-08,10487,65192692,7904.560059,1778740000
2019-09-09,10406,63124156,8047.339844,2176080000
2019-09-10,10314,133582937,8044.350098,1419730000
2019-09-11,10101,109189912,8074.850098,1836650000
2019-09-12,10159,122176795,8119.810059,1886720000
2019-09-13,10420,114864654,8176.910156,1861570000
2019-09-14,10364,95214497,8149.850098,2012930000
2019-09-15,10361,55063941,8137.419922,1752860000
2019-09-16,10310,40801052,8188.120117,1847200000
2019-09-17,10266,107174306,8090.240234,1805030000
2019-09-18,10190,91392244,8180.040039,1882490000
2019-09-19,10158,90728914,8150.589844,1894740000
2019-09-20,10276,157389488,8285.769531,1956280000
2019-09-21,10173,89963558,8313.349609,1834530000
2019-09-22,9979,69869004,8284.280273,1928420000
2019-09-23,10033,59501806,8314.379883,2258270000
2019-09-24,9683,120001577,8335.049805,2057310000
2019-09-25,8554,491431838,8445.5,2149910000
2019-09-26,8432,269030045,8446.620117,2316710000
2019-09-27,8056,286339496,8426.570313,2332650000
2019-09-28,8194,167290268,8455.110352,2393950000
2019-09-29,8225,99366390,8422.669922,1974190000
2019-09-30,8057,92992827,8431.259766,1715470000
2019-10-01,8308,173526590,8471.070313,1987820000
2019-10-02,8323,170270297,8455.019531,2173320000
2019-10-03,8382,91246611,8461.05957,2106550000
2019-10-04,8236,116784278,8524.480469,2188210000
2019-10-05,8155,92819801,8529.160156,2047240000
2019-10-06,8148,56545050,8578.019531,2075000000
2019-10-07,7870,100404346,8543.570313,2596030000
2019-10-08,8212,144876046,8527.870117,2056230000
2019-10-09,8190,68942273,8530.540039,1877090000
2019-10-10,8588,174962381,8559.650391,2256070000
2019-10-11,8587,113137560,8635.400391,2434570000
2019-10-12,8270,138474727,8669.589844,1744580000
2019-10-13,8308,30579542,8682.009766,1099090000
2019-10-14,8284,65962338,8672.839844,2225940000
2019-10-15,8354,61644447,8460.719727,2308600000
2019-10-16,8162,86738050,8557.450195,2150680000
2019-10-17,8003,117969721,8587.929688,2123380000
2019-10-18,8077,79993883,8634.25,2053530000
2019-10-19,7954,94710382,8650.860352,2088520000
2019-10-20,7960,53229504,8623.55957,2053390000
2019-10-21,8231,90340987,8631.120117,1937850000
2019-10-22,8223,78014941,8645.360352,2388270000
2019-10-23,8027,89353652,8713.910156,2188720000
2019-10-24,7470,221341214,8791.30957,2346290000
2019-10-25,7432,75975961,8829.469727,2374120000
2019-10-26,8667,333681035,8834.650391,2727870000
2019-10-27,9260,657396445,8838.969727,2415950000
2019-10-28,9552,290708093,8911.839844,3825460000
2019-10-29,9219,233830897,8950.200195,2025450000
2019-10-30,9433,169991137,8955.009766,1014520000
2019-10-31,9165,145730105,8970.209961,1634920000
2019-11-01,9148,160663137,9049.469727,1832200000
2019-11-02,9253,107433321,9004.450195,2042420000
2019-11-03,9301,53740265,8918.740234,2182800000
2019-11-03,9206,47020646,9039.459961,2848370000
2019-11-04,9418,103857829,8976.429688,2567400000
2019-11-05,9310,97692941,8943.5,2788120000
2019-11-06,9343,78710165,9076.639648,2352850000
2019-11-07,9204,73169474,9068.030273,2464090000
2019-11-08,8766,159478900,9202.269531,2534700000
2019-11-09,8809,40216983,9232.950195,2378990000
2019-11-10,9037,58075877,9213.719727,2530270000
2019-11-11,8718,99417731,9270.610352,2542170000
2019-11-12,8802,84092098,9253.759766,2435650000
2019-11-13,8762,53278230,9313.450195,2301400000
2019-11-14,8632,62094350,9392.370117,2522670000
2019-11-15,8458,102346507,9361.070313,2684540000
2019-11-16,8483,27218439,9413.610352,2449390000
2019-11-17,8504,42762607,9377.719727,2460050000
2019-11-18,8176,98039359,9446.209961,2611710000
2019-11-19,8121,80797818,9092.459961,2583330000
2019-11-20,8082,62317221,9201.820313,2157830000
2019-11-21,7617,152565570,9318.259766,2223480000
2019-11-22,7286,283120966,9211.150391,2333500000
2019-11-23,7324,74562141,9324.330078,2685840000
2019-11-24,6907,88831996,9190.719727,2420510000
2019-11-25,7130,250687896,9398.389648,2445420000
2019-11-26,7164,108471399,9574.099609,2462470000
2019-11-27,7524,220499983,9540.980469,2267300000
2019-11-28,7431,99775071,9526.639648,2238670000
2019-11-29,7757,117995230,9493.629883,2179310000
2019-11-30,7558,78337204,9680.889648,2423670000
2019-12-01,7403,88571039,9688.599609,2355000000
2019-12-02,7310,71586470,9657.040039,2239270000
2019-12-03,7297,50091305,9728.900391,2222240000
2019-12-04,7193,142535673,9679.040039,2273460000
2019-12-05,7396,85470714,9782.80957,2462530000
2019-12-06,7547,77922850,9799.200195,2735610000
2019-12-07,7505,34352534,9708.009766,2743010000
2019-12-08,7522,32114286,9188.44043,3177000000
2019-12-09,7337,108414489,9301.200195,3583400000
2019-12-10,7221,66161513,9011.549805,3567830000
2019-12-11,7202,53833378,8744.030273,4536080000
2019-12-12,7189,75073235,8269.740234,5301170000
2019-12-13,7252,52683168,8667.139648,4232760000
2019-12-14,7068,39393109,8965.099609,4336700000
2019-12-15,7111,35264357,8834.099609,3602870000
2019-12-16,6880,91191811,8790.089844,3748090000
2019-12-17,6612,106173720,8469.019531,4279850000
2019-12-18,7284,208624105,7957.930176,4530350000
2019-12-19,7151,92465911,8219.759766,4431930000
2019-12-20,7190,55147310,8136.25,4273890000
2019-12-21,7143,25368503,7398.580078,5066530000
2019-12-22,7514,72767893,7610.390137,4685890000
2019-12-23,7322,121983510,7392.72998,4594360000
2019-12-24,7251,76336714,7072,4900000000
2019-12-25,7193,39255636,6902.319824,4890820000
2019-12-26,7194,59760787,6996.450195,4762170000
2019-12-27,7244,71840951,7248.069824,5239940000
2019-12-28,7301,36039615,6847.279785,4330610000
2019-12-29,7385,46435451,7196.149902,4417380000
2019-12-30,7220,61748084,7421.359863,4666440000
2019-12-31,7168,47782091,7462.209961,3999850000
2020-01-01,7176,28600969,7554.25,3977010000
2020-01-02,6944,68282972,7583.459961,3846900000
2020-01-03,7326,136870285,7740.060059,4059700000
2020-01-04,7348,50181827,7459.5,3685510000
2020-01-05,7352,48177558,7317.450195,3608190000
2020-01-06,7759,114010548,7477.27002,3279100000
2020-01-07,8165,210649284,7660.169922,3849100000
2020-01-08,8043,224003807,8129.990234,4069410000
2020-01-09,7818,108323770,7975.720215,3470730000
2020-01-10,8185,153599795,8169.009766,4123670000
2020-01-11,8021,75103205,8127.689941,3146860000
2020-01-12,8174,39375158,8353.209961,3732820000
2020-01-13,8105,68769719,8355.959961,3333750000
2020-01-14,8842,322001234,8479.110352,3995870000
2020-01-15,8814,162415226,8667.480469,4335020000
2020-01-16,8722,113463580,8553.379883,3796950000
2020-01-17,8900,172392199,8460.69043,3756290000
2020-01-18,8911,73102475,8434.549805,3025060000
2020-01-19,8703,171406583,8528.839844,3734720000
2020-01-20,8626,78615695,8530.080078,3673170000
2020-01-21,8722,80118406,8717.980469,3678460000
2020-01-22,8659,62159413,8825.69043,3707540000
2020-01-23,8388,140040084,8802.700195,4378540000
2020-01-24,8428,103625699,8911.019531,4316380000
2020-01-25,8327,49103694,8681.290039,3722520000
2020-01-26,8588,90541443,8555.320313,3422150000
2020-01-27,8896,157722446,8809.660156,3913360000
2020-01-28,9386,187574423,8874.700195,3620030000
2020-01-29,9280,132156744,8973.780273,3762070000
2020-01-30,9502,175049334,9056.889648,3777340000
2020-01-31,9334,106765635,9054.910156,3898690000
2020-02-01,9378,36660829,9225.150391,4315070000
2020-02-02,9315,66403964,9006.049805,4244110000
2020-02-03,9285,108746959,8788.040039,3945080000
2020-02-04,9162,90649389,8839.990234,4221500000
2020-02-05,9615,163509451,9177.150391,4318310000
2020-02-06,9756,152115909,9227.459961,4144770000
2020-02-07,9808,87939405,9305.620117,4292470000
2020-02-08,9907,75572304,9375.19043,3725950000
2020-02-09,10162,107419113,9278.549805,3641830000
2020-02-10,9855,155424328,9501.209961,4432310000
2020-02-11,10275,190105216,9346.120117,4462450000
2020-02-12,10354,161983394,9392.990234,4064220000
2020-02-13,10242,198094127,9382.349609,4710060000
2020-02-14,10369,122708338,9471.419922,3824770000
2020-02-15,9904,113915188,9566.530273,3962460000
2020-02-16,9938,85454124,9651.860352,4638380000
2020-02-17,9704,119040244,9649.650391,6074320000
2020-02-18,10181,138390971,9703.540039,6572850000
2020-02-19,9605,186474102,9823.44043,6143120000
2020-02-20,9607,128769391,9867.19043,5281860000
2020-02-21,9697,79370095,10012.320313,5128400000
2020-02-22,9670,34324866,9791.240234,5271000000
2020-02-23,9989,64282324,9715.870117,4366190000
2020-02-24,9664,116289799,9426.900391,4440650000
2020-02-25,9309,114160527,9949.780273,4639860000
2020-02-26,8786,206929921,9943.30957,4249680000
2020-02-27,8805,147977055,9892.480469,4294740000
2020-02-28,8712,123840828,10042.129883,6068130000
2020-02-29,8531,42866205,9945.490234,4468000000
2020-03-01,8534,70749037,10130.830078,5712450000
2020-03-02,8913,111268001,10092.919922,5549440000
2020-03-03,8754,85149526,9899.360352,4709620000
2020-03-04,8759,70042033,9995.120117,7279230000
2020-03-05,9067,122314467,9771.719727,4306120000
2020-03-06,9156,83522226,9875.290039,4474000000
2020-03-07,8899,59230883,10063.669922,4595970000
2020-03-09,8039,149933311,10268.669922,4017530000
2020-03-10,7932,223121982,10360.379883,4529480000
2020-03-11,7885,155835851,10412.459961,4314110000
2020-03-12,7937,130840913,10409.349609,3999180000
2020-03-13,4830,574694715,10563.719727,3992920000
2020-03-14,5609,684475989,10545.910156,3509810000
2020-03-15,5166,158994390,10729.919922,4822050000
2020-03-16,5348,201009886,10310.25,4419480000
2020-03-17,5026,379747428,10576.719727,4610540000
2020-03-18,5358,222784693,10443.870117,4237290000
2020-03-19,5410,246280973,10500.519531,4334280000
2020-03-20,6195,343510892,10526.019531,4274340000
2020-03-21,6226,382708757,10837.879883,5311750000
2020-03-22,6190,161732857,10687.580078,4074020000
2020-03-23,5823,155141963,10689.5,4469470000
2020-03-24,6502,284307011,10294.410156,4205330000
2020-03-25,6768,284016941,10421.700195,4209900000
2020-03-26,6698,226038997,10509.200195,3869230000
2020-03-27,6764,97401179,10474.700195,3970900000
2020-03-28,6369,148443298,10450.120117,4135200000
2020-03-29,6261,142726745,10741.469727,4418390000
2020-03-30,5885,103365162,10848.639648,4173600000
2020-03-31,6405,186301831,10897.889648,3973570000
2020-04-01,6428,89947515,10967.870117,4119550000
2020-04-02,6653,168238043,10989.980469,4086290000
2020-04-03,6809,279129047,11072.530273,4230720000
2020-04-04,6742,165881487,11033.730469,4018530000
2020-04-05,6872,95099723,10942.660156,4303980000
2020-04-06,6777,61737463,10878.120117,3716840000
2020-04-07,7343,215734110,11026.860352,3444140000
2020-04-08,7206,180411336,11042.240234,3491320000
2020-04-09,7365,143615581,11083.25,3193160000
2020-04-10,7294,118207886,11170.75,3199470000
2020-04-11,6873,170978168,11214.799805,3467890000
2020-04-12,6892,59502005,11096.400391,4170980000
2020-04-13,6915,112654904,11258.44043,3905670000
2020-04-14,6858,170118315,11449.25,3885880000
2020-04-15,6872,107004164,11370.230469,3454500000
2020-04-16,6624,112529486,11516.620117,3441550000
2020-04-17,7112,256066115,11688.19043,3535800000
2020-04-18,7035,114895301,11689.280273,2997810000
2020-04-19,7259,80410551,11718.80957,3596980000
2020-04-20,7130,64645648,11850.959961,3480780000
2020-04-21,6840,151878158,12047.259766,3966140000
2020-04-22,6853,90394538,11861.900391,4437500000
2020-04-23,7131,102205556,11396.240234,4269190000
2020-04-24,7478,202186228,10900.700195,3872230000
2020-04-25,7507,130187406,11064.759766,3531780000
2020-04-26,7550,50386100,11235.530273,3814100000
2020-04-27,7699,82965486,11010.070313,3609190000
2020-04-28,7791,118631652,11010.139648,3716820000
2020-04-29,7765,102426644,11193.959961,3772820000
2020-04-30,8778,471328360,11222.080078,3661710000
2020-05-01,8629,479861000,10796.049805,3726750000
2020-05-02,8825,209464777,10973.450195,5745690000
2020-05-03,8974,111964109,10610.139648,3885200000
2020-05-04,8904,175862718,10873.299805,3492020000
2020-05-05,8886,186639007,10950.820313,4074600000
2020-05-06,9031,182897440,10551.019531,4080730000
2020-05-07,9171,286155702,10680.459961,3767230000
2020-05-08,10002,500733651,11084.379883,3562900000
2020-05-09,9822,336643472,11109,3363870000
2020-05-10,9527,206048387,11092.900391,4228200000
2020-05-11,8754,536864808,11291.990234,3978100000
2020-05-12,8617,524377414,11082.530273,3715090000
2020-05-13,8815,217646788,11169.110352,3597940000
2020-05-14,9306,235919564,11314.530273,4360550000
2020-05-15,9790,332519068,11271.679688,3891460000
2020-05-16,9304,303595865,11443.349609,3486530000
2020-05-17,9386,116707144,11487.599609,3475620000
2020-05-18,9669,176082868,11732.330078,3862990000
2020-05-19,9719,230169747,11901.759766,3607730000
2020-05-20,9786,228306109,11889.070313,3393010000
2020-05-21,9511,231513104,11559.879883,3304490000
2020-05-22,9058,302921371,11761.830078,3156270000
2020-05-23,9167,137706363,11732.339844,3455430000
2020-05-24,9178,69573042,11531.830078,3483200000
2020-05-25,8731,151515271,11530.389648,3445520000
2020-05-26,8900,151521072,11526.969727,3414590000
2020-05-27,8843,120113139,11536.009766,3134240000
2020-05-28,9198,148428061,11440.639648,3186950000
2020-05-29,9569,193513828,11409.339844,3079530000
2020-05-30,9426,144086661,11230.900391,3912580000
2020-05-31,9698,132752539,11064.469727,3222460000
2020-06-01,9451,99233158,11103.469727,3662840000
2020-06-02,10204,280975718,11010.450195,3196720000
2020-06-03,9526,429398121,11038.660156,3190710000
2020-06-04,9658,128440439,11443.769531,3606820000
2020-06-05,9795,183077761,11816.330078,3823380000
2020-06-06,9624,139993515,11869.900391,4156030000
2020-06-07,9670,74040584,12046.660156,5823620000
2020-06-08,9754,129391453,11622.44043,4712950000
2020-06-09,9783,111353755,11656.650391,3823270000
2020-06-10,9775,153220784,11802.5,3862690000
2020-06-11,9892,158586968,11794.94043,3640680000
2020-06-12,9286,321867039,11847.110352,4138920000
2020-06-13,9460,132333534,11913.349609,4122770000
2020-06-14,9474,51803751,11896.05957,4699160000
2020-06-15,9330,63632384,11779.040039,5322580000
2020-06-16,9427,244968165,11892.700195,5319340000
2020-06-17,9526,138860026,11916.759766,5360830000
2020-06-18,9455,124106956,11939.330078,6277790000
2020-06-19,9380,74041736,12053.889648,4425030000
2020-06-20,9300,109732842,12159.179688,3401890000
2020-06-21,9357,57461732,12224.25,7693430000
2020-06-22,9285,36882860,12313.360352,6467180000
2020-06-23,9692,134494787,12285.75,5150820000
2020-06-24,9621,102289235,12369.259766,5182100000
2020-06-25,9277,178365906,12399.320313,5044210000
2020-06-26,9241,166531114,12461,4741690000
2020-06-27,9154,141780368,12503.169922,4758170000
2020-06-28,9004,92221684,12591.69043,5131720000
2020-06-29,9127,59501521,12247.549805,4470060000
2020-06-30,9185,100083941,12336.790039,4268140000
2020-07-01,9134,63158023,12447.44043,4458140000
2020-07-02,9236,98873139,12543.259766,4377950000
2020-07-03,9088,107207538,12611.040039,4561600000
2020-07-04,9072,57803291,12730.780273,4994090000
2020-07-05,9131,38839662,12804.929688,7088670000
2020-07-06,9089,50720849,12596.139648,5156470000
2020-07-07,9349,113743420,12785.219727,5700760000
2020-07-08,9256,95242534,12834.94043,7028650000
2020-07-09,9440,121129125,12791.540039,3305950000
2020-07-10,9238,98869846,12914.639648,5076340000
2020-07-11,9287,79818145,12965.389648,4680780000
2020-07-12,9236,30014746,12906.509766,5292210000
2020-07-13,9296,42610639,12877.089844,4771390000
2020-07-14,9238,78223034,12958.519531,6546740000
2020-07-15,9255,88249715,12665.650391,6904420000
2020-07-16,9194,83393686,12666.150391,7648340000
2020-07-17,9131,88531437,12867.339844,6777010000
2020-07-18,9154,71682526,13160.219727,7223660000
2020-07-19,9175,29934693,13048.780273,6876420000
2020-07-20,9215,32799398,13062.05957,7181380000
2020-07-21,9164,59994849,13088.009766,7072920000
2020-07-22,9393,114760459,13174.75,6671090000
2020-07-23,9537,103269918,13099.900391,6402970000
2020-07-24,9613,168395155,13132.730469,6229100000
2020-07-25,9551,128787740,13342.549805,6771630000
2020-07-26,9708,83145126,13521.480469,7183390000
2020-07-27,9939,169823596,13474.80957,5931240000
2020-07-28,11042,569642412,13681.209961,7139410000
2020-07-29,10935,352662969,13681.719727,6781460000
2020-07-30,11103,253835681,13486.580078,11102160000
2020-07-31,11115,201165672,13323.290039,9823150000
2020-08-01,11344,222815243,13284.719727,7809670000
2020-08-02,11824,240815459,13226.179688,7014220000
2020-08-03,11078,289592848,13543.099609,7240220000
2020-08-04,11243,159671026,13718.30957,7465240000
2020-08-05,11194,122455804,13674.05957,7218680000
2020-08-06,11750,182136390,13824.879883,6697720000
2020-08-07,11773,203809370,13937.05957,8439940000
2020-08-08,11606,215793134,13966.820313,8658980000
2020-08-09,11768,86008565,14093.349609,10165550000
2020-08-10,11684,59683347,14045.209961,10000200000
2020-08-11,11893,218397181,13979.209961,7352960000
2020-08-12,11392,249861737,14152.209961,7646300000
2020-08-13,11573,141688776,13911.650391,7227140000
2020-08-14,11777,161732026,13814.669922,6454280000
2020-08-15,11774,131449767,13929.200195,6686060000
2020-08-16,11874,101333020,13714.200195,6435100000
2020-08-17,11914,63773670,13262.610352,7482840000
2020-08-18,12294,253521340,13400.25,5793430000
2020-08-19,11970,217771115,13512.639648,6335240000
2020-08-20,11734,208815096,13232.900391,5883880000
2020-08-21,11866,96746302,13406.160156,5047710000
2020-08-22,11523,153928937,13599.450195,4920320000
2020-08-23,11683,85029155,13336.25,5493960000
2020-08-24,11653,39027595,12953.990234,7799710000
2020-08-25,11764,75749357,12860.040039,7696900000
2020-08-26,11337,168869326,12904.259766,5971260000
2020-08-27,11467,104337127,12923.070313,6294910000
2020-08-28,11302,152064702,13234.730469,5991730000
2020-08-29,11535,125753229,13273.30957,5956260000
2020-08-30,11482,48056175,13222.80957,5472340000
2020-08-31,11708,54121906,13323.469727,5933440000
2020-09-01,11660,102290923,13523.169922,5463770000
2020-09-02,11923,176627449,13336.910156,5465500000
2020-09-03,11397,265432701,13349.200195,5699900000
2020-09-04,10188,361418115,13119.900391,7591530000
2020-09-05,10468,310980390,13278.780273,5302770000
2020-09-06,10160,222072428,13381.429688,5607860000
2020-09-07,10255,89153593,13289.240234,6184470000
2020-09-08,10368,153205856,12844.580078,5608640000
2020-09-09,10122,194156867,12996.030273,5195330000
2020-09-10,10228,113383269,13103.969727,4934000000
2020-09-11,10353,147055601,13008.799805,4685320000
2020-09-12,10395,101653161,13122.570313,4980670000
2020-09-13,10446,57857608,13414.320313,4553470000
2020-09-14,10331,81937986,13594.900391,4439970000
2020-09-15,10675,143525659,13681.669922,4038510000
2020-09-16,10786,135273030,13675.299805,4078990000
2020-09-17,10948,154480377,13796.889648,4133640000
2020-09-18,10944,117116914,13787.019531,3906460000
2020-09-19,10932,88269394,13854.44043,4230160000
2020-09-20,11081,54811966,13902.450195,4200290000
2020-09-21,10920,69233311,14004.080078,4102380000
2020-09-22,10430,193630538,13983.230469,4382620000
2020-09-23,10532,99403514,14059.110352,4414640000
2020-09-24,10234,124490884,13984.580078,4349340000
2020-09-25,10732,124807106,13894.459961,4229410000
2020-09-26,10693,129716553,13745.769531,3967090000
2020-09-27,10732,48519034,13952.570313,4397030000
2020-09-28,10774,50063045,13861.370117,4332500000
2020-09-29,10692,109557462,14052.379883,4479480000
2020-09-30,10841,89865245,14170.910156,4665430000
2020-10-01,10778,89894643,14082.780273,4532050000
2020-10-02,10619,183013787,14204.509766,4854340000
2020-10-03,10575,150343725,13970.730469,4762770000
2020-10-04,10552,31477196,14031.769531,4718850000
2020-10-05,10673,31512003,13774.509766,5852850000
2020-10-06,10789,78412225,13731.129883,4517100000
2020-10-07,10604,103826838,13557.830078,5000710000
2020-10-08,10671,102699834,13723.089844,4376800000
2020-10-09,10923,142856447,13687.589844,4795690000
2020-10-10,11063,120551931,13115.849609,4719720000
2020-10-11,11303,97927463,13215.490234,4730740000
2020-10-12,11377,60215828,13150.94043,4681530000
2020-10-13,11540,166313556,13255.650391,4008110000
2020-10-14,11428,117568933,13368.799805,3980630000
2020-10-15,11431,93932071,13416.900391,4283680000
2020-10-16,11504,111854678,13078.19043,4314980000
2020-10-17,11328,109053462,13356.629883,3972730000
2020-10-18,11367,34142836,13616.19043,3704590000
2020-10-19,11508,29716244,13557.209961,3490650000
2020-10-20,11758,139587584,13721.540039,4084480000
2020-10-21,11925,167903083,13693.94043,4231140000
2020-10-22,12832,486931526,13742.589844,5057550000
2020-10-23,12990,234841377,13792.049805,4435220000
2020-10-24,12945,151273932,13829.05957,4155670000
2020-10-25,13128,69928611,13743.240234,5059810000
2020-10-26,13037,111062981,13655.75,5367460000
2020-10-27,13076,176006371,13697.25,4341800000
2020-10-28,13651,325461283,13802.820313,4602940000
2020-10-29,13289,310741338,13946.320313,5894140000
2020-10-30,13459,228409072,13980.230469,5607720000
2020-10-31,13565,265607934,13933.879883,4889500000
2020-11-01,13810,194274881,14030.849609,4140190000
2020-11-01,13759,81876481,14083.469727,4394380000
2020-11-02,13575,202098850,14166.639648,4517770000
2020-11-03,14023,213888432,14085.549805,4632480000
2020-11-04,14156,303936796,13999.129883,4526780000
2020-11-05,15591,575483038,14096.929688,6105960000
2020-11-06,15596,418654253,14047.419922,4523120000
2020-11-07,14840,320513832,14138.290039,4405260000
2020-11-08,15491,168415197,14263.379883,4394600000
2020-11-09,15329,392305674,14357.269531,4297280000
2020-11-10,15317,230269180,14400.80957,7436800000
2020-11-11,15709,298105722,14417.80957,4235620000
2020-11-12,16296,478495947,14509.19043,4842860000
2020-11-13,16339,264263990,14509.849609,5264790000
2020-11-14,16091,163501040,14493.69043,4371620000
2020-11-15,15968,97292562,14582.980469,3731730000
2020-11-16,16725,293272996,14661.549805,4464780000
2020-11-17,17680,424743958,14753.410156,4582030000
2020-11-18,17798,633847835,14409.200195,4550600000
2020-11-19,17821,358043942,14578.429688,3809040000
2020-11-20,18687,374130037,14743.860352,3864500000
2020-11-21,18700,256287554,14715.129883,4553380000
2020-11-22,18422,276025443,14780.900391,4461730000
2020-11-23,18399,344268445,14635.780273,4493540000
2020-11-24,19173,523228041,14597.509766,4048940000
2020-11-25,18740,357330319,14235.980469,4507040000
2020-11-26,17151,867494794,14330.459961,4618980000
2020-11-27,17139,334361872,14508.75,4075150000
2020-11-28,17732,203020072,14652.719727,3574560000
2020-11-29,18192,192293944,14753.05957,3959410000
2020-11-30,19710,570429939,14821.030273,4409960000
2020-12-01,18793,586228903,14807.950195,4300000000
2020-12-02,19227,311500179,14715.660156,4235390000
2020-12-03,19455,269817739,14771.169922,3904590000
2020-12-04,18670,278793731,14615.849609,3628750000
2020-12-05,19155,114151707,14758.599609,3738200000
2020-12-06,19378,119935507,14713.990234,4117520000
2020-12-07,19181,176619930,14747.209961,4319400000
2020-12-08,18319,273878281,14794.080078,4087320000
2020-12-09,18554,377966775,14864.219727,4159050000
2020-12-10,18248,264270265,14855.759766,4095760000
2020-12-11,18029,291983141,14887.75,3978790000
2020-12-12,18803,175018095,14834.379883,3980530000
2020-12-13,19164,197236995,14751.360352,4020260000
2020-12-14,19277,156397143,14825.070313,4038130000
2020-12-15,19440,288887515,14771.530273,3953840000
2020-12-16,21379,712598806,14670.55957,4151190000
2020-12-17,22847,1177690832,14636.240234,3814120000
2020-12-18,23151,465956413,14423.160156,4172870000
2020-12-19,23870,428547893,14571.530273,3864780000
2020-12-20,23491,301633611,14776.980469,3893990000
2020-12-21,22745,647260163,14978.139648,3792870000
2020-12-22,23825,433884279,15039.030273,3629990000
2020-12-23,23253,583254746,15025.169922,3610970000
2020-12-24,23716,344759537,14969.769531,4006310000
2020-12-25,24694,375518728,15165.94043,4034110000
2020-12-26,26443,530655727,15262.879883,4170170000
2020-12-27,26247,822241572,15308.980469,4248030000
2020-12-28,27037,511058870,15358.469727,4018120000
2020-12-29,27376,584575020,15313.410156,3692170000
2020-12-30,28857,751041811,15375.980469,3967040000
2020-12-31,28983,606524119,15360.349609,4113530000
2021-01-01,29394,491258038,15296.05957,3997250000
2021-01-02,32195,1393906626,15332.919922,4567980000
2021-01-03,33001,975831415,15211.429688,4701190000
