Timestamp,Price,Trade Volume
2019-11-23,7324,74562141
2019-11-24,6907,88831996
2019-11-25,7130,250687896
2019-11-26,7164,108471399
2019-11-27,7524,220499983
2019-11-28,7431,99775071
2019-11-29,7757,117995230
2019-11-30,7558,78337204
2019-12-01,7403,88571039
2019-12-02,7310,71586470
2019-12-03,7297,50091305
2019-12-04,7193,142535673
2019-12-05,7396,85470714
2019-12-06,7547,77922850
2019-12-07,7505,34352534
2019-12-08,7522,32114286
2019-12-09,7337,108414489
2019-12-10,7221,66161513
2019-12-11,7202,53833378
2019-12-12,7189,75073235
2019-12-13,7252,52683168
2019-12-14,7068,39393109
2019-12-15,7111,35264357
2019-12-16,6880,91191811
2019-12-17,6612,106173720
2019-12-18,7284,208624105
2019-12-19,7151,92465911
2019-12-20,7190,55147310
2019-12-21,7143,25368503
2019-12-22,7514,72767893
2019-12-23,7322,121983510
2019-12-24,7251,76336714
2019-12-25,7193,39255636
2019-12-26,7194,59760787
2019-12-27,7244,71840951
2019-12-28,7301,36039615
2019-12-29,7385,46435451
2019-12-30,7220,61748084
2019-12-31,7168,47782091
2020-01-01,7176,28600969
2020-01-02,6944,68282972
2020-01-03,7326,136870285
2020-01-04,7348,50181827
2020-01-05,7352,48177558
2020-01-06,7759,114010548
2020-01-07,8165,210649284
2020-01-08,8043,224003807
2020-01-09,7818,108323770
2020-01-10,8185,153599795
2020-01-11,8021,75103205
2020-01-12,8174,39375158
2020-01-13,8105,68769719
2020-01-14,8842,322001234
2020-01-15,8814,162415226
2020-01-16,8722,113463580
2020-01-17,8900,172392199
2020-01-18,8911,73102475
2020-01-19,8703,171406583
2020-01-20,8626,78615695
2020-01-21,8722,80118406
2020-01-22,8659,62159413
2020-01-23,8388,140040084
2020-01-24,8428,103625699
2020-01-25,8327,49103694
2020-01-26,8588,90541443
2020-01-27,8896,157722446
2020-01-28,9386,187574423
2020-01-29,9280,132156744
2020-01-30,9502,175049334
2020-01-31,9334,106765635
2020-02-01,9378,36660829
2020-02-02,9315,66403964
2020-02-03,9285,108746959
2020-02-04,9162,90649389
2020-02-05,9615,163509451
2020-02-06,9756,152115909
2020-02-07,9808,87939405
2020-02-08,9907,75572304
2020-02-09,10162,107419113
2020-02-10,9855,155424328
2020-02-11,10275,190105216
2020-02-12,10354,161983394
2020-02-13,10242,198094127
2020-02-14,10369,122708338
2020-02-15,9904,113915188
2020-02-16,9938,85454124
2020-02-17,9704,119040244
2020-02-18,10181,138390971
2020-02-19,9605,186474102
2020-02-20,9607,128769391
2020-02-21,9697,79370095
2020-02-22,9670,34324866
2020-02-23,9989,64282324
2020-02-24,9664,116289799
2020-02-25,9309,114160527
2020-02-26,8786,206929921
2020-02-27,8805,147977055
2020-02-28,8712,123840828
2020-02-29,8531,42866205
2020-03-01,8534,70749037
2020-03-02,8913,111268001
2020-03-03,8754,85149526
2020-03-04,8759,70042033
2020-03-05,9067,122314467
2020-03-06,9156,83522226
2020-03-07,8899,59230883
2020-03-09,8039,149933311
2020-03-10,7932,223121982
2020-03-11,7885,155835851
2020-03-12,7937,130840913
2020-03-13,4830,574694715
2020-03-14,5609,684475989
2020-03-15,5166,158994390
2020-03-16,5348,201009886
2020-03-17,5026,379747428
2020-03-18,5358,222784693
2020-03-19,5410,246280973
2020-03-20,6195,343510892
2020-03-21,6226,382708757
2020-03-22,6190,161732857
2020-03-23,5823,155141963
2020-03-24,6502,284307011
2020-03-25,6768,284016941
2020-03-26,6698,226038997
2020-03-27,6764,97401179
2020-03-28,6369,148443298
2020-03-29,6261,142726745
2020-03-30,5885,103365162
2020-03-31,6405,186301831
2020-04-01,6428,89947515
2020-04-02,6653,168238043
2020-04-03,6809,279129047
2020-04-04,6742,165881487
2020-04-05,6872,95099723
2020-04-06,6777,61737463
2020-04-07,7343,215734110
2020-04-08,7206,180411336
2020-04-09,7365,143615581
2020-04-10,7294,118207886
2020-04-11,6873,170978168
2020-04-12,6892,59502005
2020-04-13,6915,112654904
2020-04-14,6858,170118315
2020-04-15,6872,107004164
2020-04-16,6624,112529486
2020-04-17,7112,256066115
2020-04-18,7035,114895301
2020-04-19,7259,80410551
2020-04-20,7130,64645648
2020-04-21,6840,151878158
2020-04-22,6853,90394538
2020-04-23,7131,102205556
2020-04-24,7478,202186228
2020-04-25,7507,130187406
2020-04-26,7550,50386100
2020-04-27,7699,82965486
2020-04-28,7791,118631652
2020-04-29,7765,102426644
2020-04-30,8778,471328360
2020-05-01,8629,479861000
2020-05-02,8825,209464777
2020-05-03,8974,111964109
2020-05-04,8904,175862718
2020-05-05,8886,186639007
2020-05-06,9031,182897440
2020-05-07,9171,286155702
2020-05-08,10002,500733651
2020-05-09,9822,336643472
2020-05-10,9527,206048387
2020-05-11,8754,536864808
2020-05-12,8617,524377414
2020-05-13,8815,217646788
2020-05-14,9306,235919564
2020-05-15,9790,332519068
2020-05-16,9304,303595865
2020-05-17,9386,116707144
2020-05-18,9669,176082868
2020-05-19,9719,230169747
2020-05-20,9786,228306109
2020-05-21,9511,231513104
2020-05-22,9058,302921371
2020-05-23,9167,137706363
2020-05-24,9178,69573042
2020-05-25,8731,151515271
2020-05-26,8900,151521072
2020-05-27,8843,120113139
2020-05-28,9198,148428061
2020-05-29,9569,193513828
2020-05-30,9426,144086661
2020-05-31,9698,132752539
2020-06-01,9451,99233158
2020-06-02,10204,280975718
2020-06-03,9526,429398121
2020-06-04,9658,128440439
2020-06-05,9795,183077761
2020-06-06,9624,139993515
2020-06-07,9670,74040584
2020-06-08,9754,129391453
2020-06-09,9783,111353755
2020-06-10,9775,153220784
2020-06-11,9892,158586968
2020-06-12,9286,321867039
2020-06-13,9460,132333534
2020-06-14,9474,51803751
2020-06-15,9330,63632384
2020-06-16,9427,244968165
2020-06-17,9526,138860026
2020-06-18,9455,124106956
2020-06-19,9380,74041736
2020-06-20,9300,109732842
2020-06-21,9357,57461732
2020-06-22,9285,36882860
2020-06-23,9692,134494787
2020-06-24,9621,102289235
2020-06-25,9277,178365906
2020-06-26,9241,166531114
2020-06-27,9154,141780368
2020-06-28,9004,92221684
2020-06-29,9127,59501521
2020-06-30,9185,100083941
2020-07-01,9134,63158023
2020-07-02,9236,98873139
2020-07-03,9088,107207538
2020-07-04,9072,57803291
2020-07-05,9131,38839662
2020-07-06,9089,50720849
2020-07-07,9349,113743420
2020-07-08,9256,95242534
2020-07-09,9440,121129125
2020-07-10,9238,98869846
2020-07-11,9287,79818145
2020-07-12,9236,30014746
2020-07-13,9296,42610639
2020-07-14,9238,78223034
2020-07-15,9255,88249715
2020-07-16,9194,83393686
2020-07-17,9131,88531437
2020-07-18,9154,71682526
2020-07-19,9175,29934693
2020-07-20,9215,32799398
2020-07-21,9164,59994849
2020-07-22,9393,114760459
2020-07-23,9537,103269918
2020-07-24,9613,168395155
2020-07-25,9551,128787740
2020-07-26,9708,83145126
2020-07-27,9939,169823596
2020-07-28,11042,569642412
2020-07-29,10935,352662969
2020-07-30,11103,253835681
2020-07-31,11115,201165672
2020-08-01,11344,222815243
2020-08-02,11824,240815459
2020-08-03,11078,289592848
2020-08-04,11243,159671026
2020-08-05,11194,122455804
2020-08-06,11750,182136390
2020-08-07,11773,203809370
2020-08-08,11606,215793134
2020-08-09,11768,86008565
2020-08-10,11684,59683347
2020-08-11,11893,218397181
2020-08-12,11392,249861737
2020-08-13,11573,141688776
2020-08-14,11777,161732026
2020-08-15,11774,131449767
2020-08-16,11874,101333020
2020-08-17,11914,63773670
2020-08-18,12294,253521340
2020-08-19,11970,217771115
2020-08-20,11734,208815096
2020-08-21,11866,96746302
2020-08-22,11523,153928937
2020-08-23,11683,85029155
2020-08-24,11653,39027595
2020-08-25,11764,75749357
2020-08-26,11337,168869326
2020-08-27,11467,104337127
2020-08-28,11302,152064702
2020-08-29,11535,125753229
2020-08-30,11482,48056175
2020-08-31,11708,54121906
2020-09-01,11660,102290923
2020-09-02,11923,176627449
2020-09-03,11397,265432701
2020-09-04,10188,361418115
2020-09-05,10468,310980390
2020-09-06,10160,222072428
2020-09-07,10255,89153593
2020-09-08,10368,153205856
2020-09-09,10122,194156867
2020-09-10,10228,113383269
2020-09-11,10353,147055601
2020-09-12,10395,101653161
2020-09-13,10446,57857608
2020-09-14,10331,81937986
2020-09-15,10675,143525659
2020-09-16,10786,135273030
2020-09-17,10948,154480377
2020-09-18,10944,117116914
2020-09-19,10932,88269394
2020-09-20,11081,54811966
2020-09-21,10920,69233311
2020-09-22,10430,193630538
2020-09-23,10532,99403514
2020-09-24,10234,124490884
2020-09-25,10732,124807106
2020-09-26,10693,129716553
2020-09-27,10732,48519034
2020-09-28,10774,50063045
2020-09-29,10692,109557462
2020-09-30,10841,89865245
2020-10-01,10778,89894643
2020-10-02,10619,183013787
2020-10-03,10575,150343725
2020-10-04,10552,31477196
2020-10-05,10673,31512003
2020-10-06,10789,78412225
2020-10-07,10604,103826838
2020-10-08,10671,102699834
2020-10-09,10923,142856447
2020-10-10,11063,120551931
2020-10-11,11303,97927463
2020-10-12,11377,60215828
2020-10-13,11540,166313556
2020-10-14,11428,117568933
2020-10-15,11431,93932071
2020-10-16,11504,111854678
2020-10-17,11328,109053462
2020-10-18,11367,34142836
2020-10-19,11508,29716244
2020-10-20,11758,139587584
2020-10-21,11925,167903083
2020-10-22,12832,486931526
2020-10-23,12990,234841377
2020-10-24,12945,151273932
2020-10-25,13128,69928611
2020-10-26,13037,111062981
2020-10-27,13076,176006371
2020-10-28,13651,325461283
2020-10-29,13289,310741338
2020-10-30,13459,228409072
2020-10-31,13565,265607934
2020-11-01,13810,194274881
2020-11-01,13759,81876481
2020-11-02,13575,202098850
2020-11-03,14023,213888432
2020-11-04,14156,303936796
2020-11-05,15591,575483038
2020-11-06,15596,418654253
2020-11-07,14840,320513832
2020-11-08,15491,168415197
2020-11-09,15329,392305674
2020-11-10,15317,230269180
2020-11-11,15709,298105722
2020-11-12,16296,478495947
2020-11-13,16339,264263990
2020-11-14,16091,163501040
2020-11-15,15968,97292562
2020-11-16,16725,293272996
2020-11-17,17680,424743958
2020-11-18,17798,633847835
2020-11-19,17821,358043942
2020-11-20,18687,374130037
2020-11-21,18700,256287554
2020-11-22,18422,276025443
2020-11-23,18399,344268445
2020-11-24,19173,523228041
2020-11-25,18740,357330319
2020-11-26,17151,867494794
2020-11-27,17139,334361872
2020-11-28,17732,203020072
2020-11-29,18192,192293944
2020-11-30,19710,570429939
2020-12-01,18793,586228903
2020-12-02,19227,311500179
2020-12-03,19455,269817739
2020-12-04,18670,278793731
2020-12-05,19155,114151707
2020-12-06,19378,119935507
2020-12-07,19181,176619930
2020-12-08,18319,273878281
2020-12-09,18554,377966775
2020-12-10,18248,264270265
2020-12-11,18029,291983141
2020-12-12,18803,175018095
2020-12-13,19164,197236995
2020-12-14,19277,156397143
2020-12-15,19440,288887515
2020-12-16,21379,712598806
2020-12-17,22847,1177690832
2020-12-18,23151,465956413
2020-12-19,23870,428547893
2020-12-20,23491,301633611
2020-12-21,22745,647260163
2020-12-22,23825,433884279
2020-12-23,23253,583254746
2020-12-24,23716,344759537
2020-12-25,24694,375518728
2020-12-26,26443,530655727
2020-12-27,26247,822241572
2020-12-28,27037,511058870
2020-12-29,27376,584575020
2020-12-30,28857,751041811
2020-12-31,28983,606524119
2021-01-01,29394,491258038
2021-01-02,32195,1393906626
2021-01-03,33001,975831415
2021-01-04,32035,1432013253
2021-01-05,34047,1026923832
2021-01-06,36860,1414154053
2021-01-07,39486,1836614179
2021-01-08,40670,1794260807
2021-01-09,40241,711474843
2021-01-10,38240,1415450813
2021-01-11,35545,3039065356
2021-01-12,34012,1344114135
2021-01-13,37393,1209077692
2021-01-14,39158,988940894
2021-01-15,36829,1194986405
2021-01-16,36065,685084802
2021-01-17,35793,650030054
2021-01-18,36632,590495166
2021-01-19,36020,579558849
2021-01-20,35539,913461957
2021-01-21,30798,1473827004
2021-01-22,33002,1271924926
2021-01-23,32100,414697183
2021-01-24,32277,362355621
2021-01-25,32243,724029497
2021-01-26,32542,782611741
2021-01-27,30419,1231838586
2021-01-28,33403,1030518859
2021-01-29,34314,2130003473
2021-01-30,34318,559013708
2021-01-31,33136,358122291
2021-02-01,33523,555827114
2021-02-02,35530,598901450
2021-02-03,37676,704292314
2021-02-04,37002,833075415
2021-02-05,38279,464369301
2021-02-06,39323,815234883
2021-02-07,38928,507510700
2021-02-08,46364,1848583587
2021-02-09,46590,1278680840
2021-02-10,44878,854939012
2021-02-11,48013,990292287
2021-02-12,47471,689712445
2021-02-13,47185,410208224
2021-02-14,48720,517594005
2021-02-15,47952,708415697
2021-02-16,49160,899200171
2021-02-17,52118,1071500775
2021-02-18,51608,665321948
2021-02-19,55917,1203321962
2021-02-20,56001,737451802
2021-02-21,57488,515842592
2021-02-22,54123,1925933019
2021-02-23,48880,2125994180
2021-02-24,50625,1058762335
2021-02-25,46800,915917916
2021-02-26,46340,1077018778
2021-02-27,46156,399909228
2021-02-28,45114,724061273
2021-03-01,49618,967845187
2021-03-02,48356,645712709
2021-03-03,50478,806146031
2021-03-04,48449,781773550
2021-03-05,48861,757198942
2021-03-06,48882,314191308
2021-03-07,51170,439137854
2021-03-08,52299,593714546
2021-03-09,54882,757075750
2021-03-10,55997,1017432151
2021-03-11,57764,867544808
2021-03-12,57253,701008588
2021-03-13,61259,988962162
2021-03-15,59133,461229239
2021-03-16,55755,1029700471
2021-03-17,56872,933139262
2021-03-18,58913,870414832
2021-03-19,57666,769968937
2021-03-20,58075,512236901
2021-03-21,58086,388273949
2021-03-22,57411,493777972
2021-03-23,54205,818803864
2021-03-24,54477,694554384
2021-03-25,52508,930278334
2021-03-26,51416,798490266
2021-03-27,55074,654657558
2021-03-28,55864,417333165
2021-03-29,55784,354789416
2021-03-30,57628,778905384
2021-03-31,58730,505528991
2021-04-01,58735,716750367
2021-04-02,58737,384195844
2021-04-03,59031,484719746
2021-04-04,57076,350520423
2021-04-05,58207,244447138
2021-04-06,59054,401549573
2021-04-07,58020,389087526
2021-04-08,55947,756167636
2021-04-09,58049,475807458
2021-04-10,58103,407439694
2021-04-11,59774,689236660
2021-04-12,59965,315279096
2021-04-13,59835,533381831
2021-04-14,63554,932699540
2021-04-15,62969,1004822806
2021-04-16,63253,480649145
2021-04-17,61456,905029646
2021-04-18,60087,444839749
2021-04-19,56251,1795641744
2021-04-20,55703,829117287
2021-04-21,56508,971129684
2021-04-22,53809,629420905
2021-04-23,51732,1187405699
2021-04-24,51153,1413848471
2021-04-25,50111,458274327
2021-04-26,49076,576635611
2021-04-27,54057,848207063
2021-04-28,55071,509014490
2021-04-29,54884,563311742
2021-04-30,53584,579652973
2021-05-01,57797,683907404
2021-05-02,57858,337492055
2021-05-03,56610,286521389
2021-05-04,57213,571622385
2021-05-05,53242,836868263
2021-05-06,57473,775797223
2021-05-07,56428,605987089
2021-05-08,57380,622419281
2021-05-09,58929,523002028
2021-05-10,58281,534233808
2021-05-11,55884,903456809
2021-05-12,56750,546570033
2021-05-13,49007,928999961
2021-05-14,49702,1528100267
2021-05-15,49923,573671659
2021-05-16,46737,536658388
2021-05-17,46442,795540649
2021-05-18,43596,1365356635
2021-05-19,42912,776420982
2021-05-20,36964,3192479061
2021-05-21,40784,1507671103
2021-05-22,37280,1438210290
2021-05-23,37528,666031628
2021-05-24,34755,1106858419
2021-05-25,38729,1032788865
2021-05-26,38411,719154798
2021-05-27,39266,676198904
2021-05-28,38445,489470054
2021-05-29,35690,694420431
2021-05-30,34648,458364767
2021-05-31,35685,329083646
2021-06-01,37311,481997703
2021-06-02,36663,465003629
2021-06-03,37585,472220580
2021-06-04,39189,439066611
2021-06-05,36886,501492074
2021-06-06,35530,437701949
2021-06-07,35816,244244790
2021-06-08,33515,468061636
2021-06-09,33450,898174397
2021-06-10,37338,839878615
2021-06-11,36705,619830808
2021-06-12,37313,418192316
2021-06-13,35495,400987660
2021-06-14,39067,496421300
2021-06-15,40526,773480687
2021-06-16,40189,563639731
2021-06-17,38325,527484731
2021-06-18,38068,473543196
2021-06-19,35730,492347273
2021-06-20,35524,344470416
2021-06-21,35592,467990641
2021-06-22,31687,881732121
2021-06-23,32448,1181870045
2021-06-24,33675,567894517
2021-06-25,34639,346763749
2021-06-26,31641,487441486
2021-06-27,32161,383763275
2021-06-28,34644,356498319
2021-06-29,34457,355900532
2021-06-30,35848,385135142
2021-07-01,35047,406967841
2021-07-02,33537,324116506
2021-07-03,33857,217066487
2021-07-04,34689,169572916
2021-07-05,35309,130884160
2021-07-06,33748,262649989
2021-07-07,34211,258109070
2021-07-08,33839,205349507
2021-07-09,32877,358897369
2021-07-10,33819,195359783
2021-07-11,33516,179503025
2021-07-12,34228,135783786
2021-07-13,33158,192174938
2021-07-14,32687,196978690
2021-07-15,32815,250745295
2021-07-16,31739,242886860
2021-07-17,31421,223188595
2021-07-18,31521,153024609
2021-07-19,31783,119375610
2021-07-20,30816,227653989
2021-07-21,29790,334239343
2021-07-22,32118,446695088
2021-07-23,32298,205069639
2021-07-24,33582,190920634
2021-07-25,34279,149062682
2021-07-26,35365,213671234
2021-07-27,37318,985237334
2021-07-28,39406,636929009
2021-07-29,40003,648707028
2021-07-30,40006,291830057
2021-07-31,42214,484267642
2021-08-01,41659,231216115
2021-08-02,40000,273365144
2021-08-03,39194,304362109
2021-08-04,38138,357077322
2021-08-05,39750,381430418
2021-08-06,40882,589529887
2021-08-07,42826,458571279
2021-08-08,44634,577948603
2021-08-09,43816,424351429
2021-08-10,46333,673221004
2021-08-11,45608,341739412
2021-08-12,45611,357102155
2021-08-13,44418,364203587
2021-08-14,47834,413817979
2021-08-15,47112,289525608
2021-08-16,47056,238769871
2021-08-17,45983,328414269
2021-08-18,44649,391450533
2021-08-19,44778,318619550
2021-08-20,46735,334784600
2021-08-21,49328,393922039
2021-08-22,48932,293309782
2021-08-23,49336,175696197
2021-08-24,49524,347662894
2021-08-25,47745,329218454
2021-08-26,48972,308193605
2021-08-27,46963,350695648
2021-08-28,49057,314537379
2021-08-29,48898,127683989
2021-08-30,48807,185179756
2021-08-31,47075,243698082
2021-09-01,47156,261861262
2021-09-02,48863,295404213
2021-09-03,49329,333198224
2021-09-04,50035,364637471
2021-09-05,49947,190864423
2021-09-06,51769,205763894
2021-09-07,52677,345881389
2021-09-08,46809,984208204
2021-09-09,46078,440223166
2021-09-10,46369,315266288
2021-09-11,44847,348659558
2021-09-12,45145,133023638
2021-09-13,46059,137153005
2021-09-14,44969,398357110
2021-09-15,47072,260550304
2021-09-16,48168,241115252
2021-09-17,47785,265469578
2021-09-18,47264,233662731
2021-09-19,48259,171820050
2021-09-20,47249,135623203
2021-09-21,42902,605141090
2021-09-22,40619,726831469
2021-09-23,43605,355516149
2021-09-24,44889,369977053
2021-09-25,42816,594658891
2021-09-26,42742,132297206
2021-09-27,43183,231309917
2021-09-28,42238,249740960
2021-09-29,41011,275833680
2021-09-30,41522,221224597
2021-10-01,43758,360342502
2021-10-02,48140,688291407
2021-10-03,47727,184243788
2021-10-04,48206,183312374
2021-10-05,49144,370887916
2021-10-06,51506,437607953
2021-10-07,55344,869275030
2021-10-08,53801,402001281
2021-10-09,53867,375062388
2021-10-10,55123,168430381
2021-10-11,54626,294613550
2021-10-12,57452,350997310
2021-10-13,56243,516916488
2021-10-14,57407,471270462
2021-10-15,57398,339375043
2021-10-16,61641,825023912
2021-10-17,60949,263628462
2021-10-18,61546,271015043
2021-10-19,61972,753842252
2021-10-20,64288,594456878
2021-10-21,66064,650092516
2021-10-22,62355,917892846
2021-10-23,60697,529183069
2021-10-24,61277,191872032
2021-10-25,60884,228927561
2021-10-26,63071,277562725
2021-10-27,60345,379278445
2021-10-28,58538,590784490
2021-10-29,60587,692953330
2021-10-30,62249,563700562
2021-10-31,61731,226334071
2021-11-01,61373,267709104
2021-11-02,61030,412970759
2021-11-03,63241,520838604
2021-11-04,62955,424004759
2021-11-05,61442,282279127
2021-11-06,61072,261917194
2021-11-07,61516,211867708
2021-11-07,63293,216409013
2021-11-08,67562,577118759
2021-11-09,66954,466601854
2021-11-10,64977,829053692
2021-11-11,64839,309495740
2021-11-12,64255,490505372
2021-11-13,64421,168246881
2021-11-14,65469,214318500
2021-11-15,63584,348327874
2021-11-16,60172,831553556
2021-11-17,60381,549940656
2021-11-18,56921,810589481
2021-11-19,58133,479879941
2021-11-20,59778,233278785
2021-11-21,58756,174269412
2021-11-22,56302,494762556
2021-11-23,57578,480199476
2021-11-24,57188,332409439
2021-11-25,58935,289094884
2021-11-26,53588,777492583
2021-11-27,54801,277078998
2021-11-28,57292,252736299
2021-11-29,57828,367826530
2021-11-30,57026,522506214
2021-12-01,57230,479668944
2021-12-02,56508,431885271
2021-12-03,53714,505379018
2021-12-04,49254,1243669816
2021-12-05,49380,618347670
2021-12-06,50565,595736796
2021-12-07,50645,308543486
2021-12-08,50511,301494309
2021-12-09,47660,355604124
2021-12-10,47137,337628656
2021-12-11,49380,212503435
2021-12-12,50117,202841551
2021-12-13,46757,503961476
2021-12-14,48393,345859883
2021-12-15,48885,432899084
2021-12-16,47658,273509536
2021-12-17,46174,356309895
2021-12-18,46864,159581106
2021-12-19,46689,192533518
2021-12-20,46910,276202624
2021-12-21,48935,345514276
2021-12-22,48628,211733671
2021-12-23,50786,312600142
2021-12-24,50815,239081658
2021-12-25,50471,123194900
2021-12-26,50801,141498364
2021-12-27,50692,193668918
2021-12-28,47601,358069054
2021-12-29,46409,265370560
2021-12-30,47133,266888972
2021-12-31,46250,313877726
2022-01-01,47763,180494758
2022-01-02,47328,127274108
2022-01-03,46442,200401831
2022-01-04,45863,246887759
2022-01-05,43436,461984932
2022-01-06,43121,393637882
2022-01-07,41528,488956957
2022-01-08,41691,219239677
2022-01-09,41864,183137667
2022-01-10,41849,429424725
2022-01-11,42723,330038460
2022-01-12,43926,306079004
2022-01-13,42546,272189574
2022-01-14,43099,217414772
2022-01-15,43147,111568729
2022-01-16,43102,107637568
2022-01-17,42248,154783167
2022-01-18,42381,202865735
2022-01-19,41708,219649804
2022-01-20,40684,289428557
2022-01-21,36481,753687065
2022-01-22,35071,446318667
2022-01-23,36281,257365978
2022-01-24,36679,737386596
2022-01-25,36949,288957799
2022-01-26,36824,439495101
2022-01-27,37147,343642909
2022-01-28,37770,252375988
2022-01-29,38186,147213501
2022-01-30,37919,87415311
2022-01-31,38522,230446208
2022-02-01,38740,271406357
2022-02-02,36913,211170060
2022-02-03,37092,163514427
2022-02-04,41584,456958268
2022-02-05,41435,209490904
2022-02-06,42451,141085408
2022-02-07,43834,403017432
2022-02-08,44133,366731227
2022-02-09,44397,269200809
2022-02-10,43531,464258418
2022-02-11,42401,322559181
2022-02-12,42246,140455081
2022-02-13,42105,90673302
2022-02-14,42581,187826655
2022-02-15,44536,235405883
2022-02-16,43949,173518252
2022-02-17,40566,327153771
2022-02-18,40015,266751396
2022-02-19,40115,81527020
2022-02-20,38382,190749767
2022-02-21,37031,376297985
2022-02-22,38262,285087602
2022-02-23,37291,245165377
2022-02-24,38345,846061849
2022-02-25,39223,290502971
2022-02-26,39104,146389006
2022-02-27,37705,249386255
2022-02-28,43226,586750288
2022-03-01,44419,600026435
2022-03-02,43935,384922008
2022-03-03,42464,346402069
2022-03-04,39141,495957605
2022-03-05,39400,118294087
2022-03-06,38408,175544268
2022-03-07,38033,296985143
2022-03-08,38753,279092851
2022-03-09,41957,409676985
2022-03-10,39438,360028498
2022-03-11,38741,267911338
2022-03-12,38809,116260661
2022-03-14,37820,138991446
2022-03-15,39681,240023981
